RiskPerformance;ExternalRiskEstimate;NetFractionRevolvingBurden;AverageMInFile;MSinceOldestTradeOpen;PercentTradesWBalance;PercentInstallTrades;NumSatisfactoryTrades;NumTotalTrades;PercentTradesNeverDelq;MSinceMostRecentInqexcl7days
0;64;68;92;241;65;33;39;50;100;0
0;70;71;140;297;100;24;16;12;100;16
0;80;37;86;242;67;25;16;12;100;0
0;79;6;85;214;38;27;37;15;97;4
1;72;3;68;254;58;16;18;24;95;4
1;63;15;90;298;80;21;30;25;67;2
1;84;8;59;379;26;22;43;72;100;2
0;85;0;59;203;30;40;15;26;100;0
0;83;17;106;364;63;13;22;28;91;0
0;87;4;137;266;46;40;24;3;100;21
0;77;40;66;129;80;47;19;19;95;14
1;69;4;94;202;44;27;25;27;85;0
0;89;9;87;218;20;35;24;10;100;22
0;87;4;77;150;55;30;27;27;100;2
0;76;13;78;268;43;28;23;35;100;0
0;71;50;150;371;53;24;29;24;100;2
0;82;39;71;306;75;43;7;21;100;5
0;80;6;81;319;47;31;31;34;97;9
0;82;1;93;205;35;16;42;40;98;1
0;81;13;77;276;24;0;34;39;100;7
0;72;37;119;290;78;28;45;22;100;11
0;86;25;96;214;33;54;24;4;100;0
0;85;5;109;425;36;14;36;35;100;4
0;76;11;84;143;57;39;18;8;94;10
0;85;15;125;267;80;48;25;18;100;4
0;78;15;132;368;30;29;28;38;96;2
1;87;5;71;201;40;36;13;19;100;1
0;88;7;85;392;50;25;23;76;100;6
0;90;1;90;217;63;30;27;10;100;0
0;84;2;75;347;56;44;25;19;100;4
1;63;46;43;71;65;16;29;18;100;2
0;82;9;87;217;60;35;16;29;94;2
0;86;2;121;115;29;9;33;6;100;9
0;86;5;115;311;20;0;27;24;100;2
0;59;19;101;287;63;22;36;36;83;0
0;85;2;125;386;64;39;25;49;96;1
0;70;7;165;150;46;37;31;10;95;1
1;73;9;37;94;47;29;34;21;97;4
0;75;33;71;151;70;15;39;10;100;7
0;72;0;91;189;33;58;45;54;98;2
0;80;11;61;162;53;12;39;45;98;8
1;68;66;107;169;82;32;25;7;100;0
0;93;0;111;180;40;15;12;35;100;22
0;71;32;61;185;65;34;38;23;100;5
0;84;14;74;80;43;21;24;2;100;1
1;69;33;79;301;100;47;19;20;79;3
0;72;7;60;157;45;19;37;32;97;10
0;82;5;108;233;40;28;28;40;100;5
0;83;6;60;177;64;37;18;25;100;0
1;79;15;60;189;50;28;24;26;100;0
0;67;36;74;208;57;27;43;33;98;3
0;71;57;76;196;86;36;10;11;91;3
0;80;1;121;215;35;11;40;26;98;2
0;84;15;77;338;58;20;15;57;100;19
0;79;14;111;141;78;33;21;14;100;0
0;85;6;84;226;75;13;14;27;100;2
1;71;59;42;161;62;22;27;39;100;17
1;72;13;87;242;33;26;43;59;98;0
0;75;11;73;234;33;11;34;45;97;0
0;76;5;54;334;56;19;26;40;96;0
0;81;3;19;69;100;33;6;3;100;4
0;86;9;79;228;50;20;42;17;100;0
0;87;6;121;122;50;31;12;3;100;2
0;71;53;89;385;85;39;23;23;96;12
0;72;30;95;386;58;18;33;33;100;2
0;84;1;123;233;40;20;19;52;90;6
0;67;3;27;50;43;44;9;9;89;0
0;90;0;159;470;50;62;13;37;100;23
0;73;51;89;235;50;24;29;3;100;3
0;76;6;133;155;41;43;36;19;97;3
0;87;8;139;347;55;20;25;31;100;4
0;85;28;81;407;67;43;7;19;100;1
1;63;60;97;177;67;27;15;6;67;0
0;82;5;49;150;43;42;12;18;100;14
0;80;29;81;459;64;50;31;37;100;10
0;81;26;68;218;54;25;53;9;100;5
0;79;36;83;79;50;37;26;1;100;0
0;82;3;200;405;57;50;16;19;94;0
0;85;18;97;389;40;33;29;30;100;0
1;73;8;139;399;56;29;29;38;84;1
0;71;46;84;43;57;38;14;4;93;0
1;59;50;137;302;70;32;24;39;88;1
1;79;4;116;169;63;41;21;7;91;11
0;87;11;99;99;38;29;24;3;100;15
0;72;0;99;184;50;56;26;30;96;22
1;85;13;74;123;100;43;6;5;100;0
0;83;2;82;196;63;57;21;35;100;17
0;76;4;124;374;57;24;25;23;88;8
0;83;8;74;152;63;15;10;16;85;5
0;82;6;91;192;33;39;47;6;92;4
0;91;3;109;196;17;20;14;36;100;16
1;57;71;81;263;100;29;45;70;100;6
0;81;16;106;289;47;31;25;39;96;3
0;77;9;79;64;48;18;43;14;98;9
0;83;14;70;185;60;37;19;18;95;5
0;80;0;122;342;43;28;38;39;100;3
1;69;12;92;180;70;16;25;29;92;6
0;91;10;135;230;25;16;18;32;100;12
0;63;43;71;77;79;43;24;14;96;2
0;90;3;103;191;100;56;16;6;100;18
0;73;42;64;137;58;33;17;18;89;0
0;71;43;110;356;64;13;38;23;100;10
0;74;7;78;304;67;53;18;23;89;3
0;82;19;78;76;88;44;18;3;100;0
0;84;0;204;394;33;4;22;24;100;3
1;74;55;65;111;56;29;14;15;100;3
0;77;30;140;413;38;28;29;27;100;3
1;63;37;41;179;100;53;16;22;89;0
0;85;0;67;173;10;21;18;10;100;1
0;92;1;122;206;60;15;11;20;100;1
0;72;51;69;334;50;15;19;59;100;0
1;72;37;22;419;71;29;6;12;100;9
0;67;21;70;147;46;24;52;50;95;6
0;77;6;58;118;27;11;36;38;97;5
0;65;1;49;168;38;31;13;34;100;0
0;88;0;98;162;100;20;10;15;100;9
0;91;9;143;132;22;8;13;2;100;21
0;76;36;72;190;67;17;11;25;92;1
0;82;14;123;355;50;27;36;29;97;11
0;90;1;136;327;40;33;15;9;100;5
1;73;46;61;288;100;50;8;24;88;1
0;83;15;206;157;50;0;5;22;100;7
0;79;16;119;334;37;32;38;45;100;3
0;85;5;120;326;31;26;21;44;100;4
0;78;24;112;214;80;30;20;16;95;9
0;70;29;71;298;36;13;24;47;96;0
1;72;42;75;173;38;30;26;26;96;19
1;91;1;226;108;25;0;4;3;100;17
1;86;4;104;335;71;32;18;5;100;4
0;71;66;109;446;44;8;25;32;100;19
1;65;20;73;258;49;25;62;60;97;3
0;69;54;85;155;68;12;26;26;100;1
0;83;7;123;215;40;15;20;7;100;1
0;86;14;103;227;42;28;32;35;100;14
1;78;2;83;239;55;15;20;13;90;1
1;75;15;31;212;83;42;12;23;92;2
0;70;4;33;140;60;0;5;3;100;1
1;61;39;48;132;63;39;21;26;78;0
1;87;0;91;178;50;18;11;4;91;0
1;58;20;88;263;57;19;21;55;69;2
1;64;53;67;231;75;12;32;27;100;1
1;83;8;92;242;36;11;35;36;100;1
1;68;27;88;259;56;38;21;26;77;0
1;57;64;74;164;92;57;30;35;90;0
0;72;13;79;159;62;19;36;37;97;3
1;59;83;49;191;100;43;54;65;100;1
1;72;2;88;236;23;13;29;43;84;0
1;74;2;93;343;42;35;34;44;97;0
1;81;0;36;220;33;60;5;35;100;7
1;64;59;94;436;56;4;27;38;93;6
1;61;23;58;194;75;36;14;23;86;11
1;77;43;49;81;86;39;17;13;100;0
1;71;40;92;171;67;22;9;9;67;5
1;82;2;64;130;50;9;22;22;95;9
1;67;1;39;168;50;18;17;22;82;0
1;80;2;51;132;100;46;13;13;92;1
1;60;20;84;212;52;23;43;44;93;2
1;80;2;67;224;39;15;39;40;95;0
1;86;0;97;269;33;32;22;22;100;0
1;75;26;95;305;50;20;38;40;95;0
1;69;52;69;163;75;41;28;29;100;1
1;84;5;94;220;40;30;37;37;97;9
1;66;19;43;193;64;25;40;40;98;1
1;55;29;59;85;75;44;6;9;33;19
1;82;5;92;181;60;30;10;10;90;3
1;75;58;69;146;86;52;24;25;100;4
1;70;15;75;131;54;25;19;20;95;0
1;58;78;78;315;100;64;10;15;64;2
1;57;50;67;132;81;55;47;14;96;0
1;73;50;79;246;50;26;26;29;100;0
1;57;89;144;226;94;38;24;7;83;7
1;55;42;71;202;75;43;7;29;57;1
1;67;0;90;227;57;50;11;11;100;1
1;58;34;52;336;63;29;27;54;100;1
1;82;35;86;163;83;7;14;14;100;5
1;60;57;87;91;50;20;23;3;76;2
1;67;47;53;330;85;49;39;51;97;5
1;82;33;111;212;88;56;16;28;100;2
1;92;0;103;132;50;52;24;24;100;4
1;83;0;93;284;25;33;9;22;100;7
1;78;7;79;125;23;26;30;23;97;6
1;58;78;61;196;83;22;23;16;96;0
1;57;11;81;257;57;40;11;15;40;0
1;69;7;181;432;60;27;13;10;73;0
1;77;17;22;433;60;25;7;24;100;1
0;75;46;86;173;57;16;25;25;100;0
1;63;100;29;59;100;53;16;17;100;0
1;61;54;54;192;80;53;13;15;87;0
1;63;61;113;313;82;22;17;23;70;0
0;87;8;91;304;78;63;23;24;100;0
1;65;31;8;15;70;20;8;10;100;0
1;69;48;76;211;29;17;41;41;100;0
0;62;50;42;166;80;17;5;6;67;0
1;86;16;85;228;44;41;31;32;100;0
0;67;50;63;182;83;44;31;32;88;0
1;68;23;45;134;58;45;28;31;94;0
1;67;53;77;374;83;48;49;56;89;0
1;65;39;13;26;88;45;8;11;100;0
0;74;0;58;158;57;45;36;40;97;0
1;62;62;46;116;70;23;18;22;95;0
1;70;13;107;211;56;29;14;14;86;0
1;61;93;20;54;100;20;5;5;100;0
1;66;97;49;107;100;50;10;10;90;0
1;54;14;97;209;33;7;19;27;56;0
1;68;58;32;74;64;40;14;15;93;0
0;67;77;96;159;71;22;8;9;89;0
0;78;6;69;188;71;44;17;18;83;0
0;76;57;62;119;56;20;15;15;100;0
1;69;63;125;362;71;47;16;17;82;0
1;72;40;88;406;78;11;8;9;89;0
1;56;25;88;256;59;23;38;39;79;0
1;81;9;62;246;100;78;7;9;100;0
0;81;15;83;223;40;16;63;63;100;0
0;80;2;154;307;38;25;16;16;94;0
1;62;49;66;150;50;20;40;45;91;0
1;67;53;48;117;89;48;16;21;90;0
1;72;6;45;84;69;50;21;22;95;0
0;74;83;76;186;71;44;16;16;100;0
1;80;35;105;210;50;7;14;15;100;0
1;62;100;33;59;100;50;10;10;100;0
1;71;43;71;206;64;42;26;26;92;0
1;60;89;71;139;81;38;23;29;72;0
0;64;8;69;280;60;78;15;19;78;0
1;62;91;41;91;100;44;8;9;100;0
1;71;21;25;72;64;65;19;20;100;0
1;79;66;91;181;71;21;12;14;100;0
1;70;44;65;116;92;52;26;27;96;0
1;69;66;40;105;100;55;11;11;100;0
1;71;49;73;183;67;46;11;13;85;0
1;66;92;44;134;91;53;13;15;93;0
0;80;16;100;181;80;6;17;17;100;0
0;63;99;95;408;78;66;26;29;86;0
0;64;9;52;165;50;18;9;12;82;0
1;66;87;38;88;80;47;18;19;95;0
1;70;68;101;281;57;14;36;36;100;0
1;62;56;133;398;65;44;33;34;88;0
0;87;26;104;156;30;15;13;13;100;0
1;71;71;75;158;29;32;31;34;88;0
0;73;0;75;152;33;13;6;8;63;0
0;86;5;83;201;60;19;16;16;100;0
0;73;3;76;164;31;32;43;47;100;0
0;65;92;89;228;100;57;12;15;93;0
0;78;46;63;141;63;45;22;22;100;0
0;74;63;76;208;86;63;14;16;94;0
1;79;27;110;264;62;12;17;17;100;0
1;66;32;71;160;86;44;17;18;83;0
1;64;99;79;154;100;53;17;19;53;0
1;72;20;77;232;36;32;21;22;91;0
0;82;4;71;176;44;23;31;31;100;0
1;74;19;61;139;42;25;27;28;93;0
1;78;1;69;244;40;41;16;17;88;0
1;75;77;102;267;100;57;6;7;86;0
1;62;27;53;137;79;59;24;27;85;0
1;57;60;117;331;100;53;16;17;82;0
0;77;51;87;176;57;31;13;13;100;0
0;59;44;67;227;65;18;26;29;89;0
0;70;63;77;272;31;28;28;29;100;0
1;58;80;75;285;59;12;30;34;91;0
1;68;81;84;203;89;42;23;24;96;0
1;63;79;14;27;83;50;8;8;100;0
1;67;18;24;25;100;67;3;3;100;0
0;81;20;65;154;50;29;21;21;100;0
1;81;40;70;185;67;50;8;9;100;0
1;83;1;83;160;46;19;24;26;96;0
1;74;32;36;149;80;50;14;14;100;0
1;55;97;53;116;100;38;12;16;75;0
1;71;63;38;77;80;15;12;13;92;0
1;72;39;42;112;83;61;17;18;94;0
1;67;52;21;43;86;9;9;11;100;0
1;57;76;105;321;90;50;37;38;84;0
1;59;30;45;142;60;21;12;14;79;0
1;73;47;81;167;73;38;26;29;100;0
1;56;76;94;266;67;17;29;30;100;0
0;69;44;67;145;86;25;20;20;100;0
0;65;19;77;184;44;46;24;27;88;0
0;66;50;53;267;57;21;20;24;92;0
1;69;88;87;380;80;23;12;13;92;0
1;73;23;37;60;63;31;13;13;100;0
1;55;48;52;113;45;25;23;24;79;0
1;67;91;52;141;100;67;11;12;100;0
1;65;55;84;208;67;20;20;20;85;0
0;79;0;64;177;50;78;21;23;96;0
1;82;36;60;108;56;28;17;18;100;0
1;68;29;52;89;67;14;20;21;86;0
1;54;66;23;68;83;33;5;6;83;0
1;57;27;78;164;45;41;15;17;71;0
0;80;23;136;410;44;13;23;23;100;0
1;58;53;87;210;77;35;23;23;70;0
0;61;72;50;94;100;35;35;37;92;0
1;58;66;22;58;86;19;16;16;100;0
1;74;29;101;254;70;47;14;15;87;0
0;82;44;89;270;71;42;12;12;100;0
1;61;41;53;157;55;36;24;25;84;0
1;79;0;59;148;22;54;35;35;100;0
1;72;94;49;116;100;80;10;10;100;0
1;72;28;52;149;100;68;22;23;95;0
1;65;86;71;163;88;13;22;24;100;0
1;73;25;72;216;50;24;41;42;100;0
0;56;43;105;182;38;25;16;20;65;0
1;70;59;53;127;67;50;26;26;100;0
1;72;67;131;379;43;23;10;13;92;0
0;75;34;61;116;22;17;41;42;100;0
0;63;20;53;165;33;19;27;32;84;0
0;77;41;76;146;75;33;30;30;100;0
1;44;75;51;219;63;58;40;45;87;0
0;75;45;130;365;50;21;19;19;89;0
0;77;11;55;150;30;19;25;26;100;0
1;68;13;84;140;57;45;6;11;64;0
1;61;19;59;74;31;5;20;23;90;0
0;75;24;80;171;56;53;17;17;94;0
1;54;76;58;172;65;19;21;21;95;0
1;84;3;115;314;33;14;13;14;93;0
1;78;51;95;266;100;56;16;16;100;0
1;60;91;31;63;100;33;5;6;83;0
1;66;46;112;337;71;28;38;40;98;0
1;76;0;44;75;25;13;23;24;92;0
0;77;6;116;218;69;31;28;29;97;0
1;74;8;9;16;100;33;2;3;100;0
1;68;30;47;84;43;45;20;21;100;0
1;60;0;42;77;50;86;10;14;50;0
1;72;3;96;196;31;20;25;26;100;0
0;77;31;72;147;70;37;29;30;93;0
1;66;32;88;175;80;33;8;12;50;0
0;66;34;76;256;45;30;32;33;97;0
1;76;17;81;385;25;17;34;36;94;0
1;74;24;69;284;41;30;27;30;100;0
1;77;23;60;179;18;25;20;20;90;0
0;76;0;71;201;35;36;38;39;97;0
0;83;9;74;165;54;29;26;28;100;0
1;78;7;74;184;57;19;15;16;94;0
1;60;17;56;180;50;81;11;16;56;0
0;81;11;65;170;33;33;23;24;92;0
1;74;21;57;92;70;29;21;24;92;0
1;61;76;83;251;91;50;18;18;83;0
1;63;53;47;93;83;41;17;17;88;0
0;73;49;90;256;70;17;23;24;100;0
1;62;0;39;66;60;43;6;7;57;0
1;87;16;81;277;67;56;18;18;100;0
1;61;34;41;119;67;17;17;19;94;0
1;71;29;72;250;83;47;12;15;73;0
0;89;9;78;154;50;17;6;6;100;0
1;67;86;83;170;58;27;14;15;87;0
1;63;25;41;88;38;35;25;26;92;0
1;82;8;56;190;80;73;11;11;100;0
0;90;13;109;423;36;0;15;15;100;0
1;73;25;53;253;71;54;25;26;100;0
1;65;60;130;233;100;50;3;4;75;0
1;60;42;78;313;73;36;27;33;76;0
1;65;59;143;245;83;15;56;59;95;0
0;86;1;75;232;29;17;21;23;100;0
1;67;76;67;160;75;43;23;23;100;0
1;58;67;43;106;89;50;25;28;86;0
1;64;100;77;173;100;0;7;8;100;0
1;65;23;88;303;58;45;39;47;81;0
0;64;68;49;120;50;17;29;29;100;0
1;76;42;67;355;44;14;22;22;100;0
1;72;36;47;166;83;68;18;19;100;0
1;69;36;51;202;100;72;32;32;97;0
1;67;67;80;150;78;24;22;25;88;0
1;82;34;112;299;45;8;12;13;100;0
1;58;91;60;142;100;46;11;13;92;0
0;71;73;74;140;100;29;17;17;94;0
1;64;90;62;257;100;38;16;16;94;0
1;75;27;52;193;67;29;23;24;96;0
1;76;2;108;246;33;13;14;15;87;0
1;60;71;86;214;62;26;29;31;94;0
1;73;12;10;18;100;50;1;2;100;0
0;82;13;72;159;40;14;28;28;100;0
0;63;42;105;308;73;60;16;20;70;0
1;59;88;76;244;93;40;27;30;80;0
1;80;12;107;365;50;16;19;19;84;0
1;72;43;98;194;57;28;18;19;94;0
1;70;8;59;153;29;7;26;28;93;0
1;73;58;60;99;67;45;22;22;95;0
1;81;13;84;118;100;56;9;9;89;0
1;84;8;69;246;60;33;20;21;100;0
1;56;66;129;365;77;58;55;59;80;0
0;82;18;153;395;60;25;35;36;100;0
1;56;84;64;133;92;12;15;17;88;0
1;56;59;104;202;58;11;17;19;68;0
0;71;3;77;268;50;50;14;15;100;0
0;85;0;166;246;33;17;6;6;100;0
1;63;41;45;161;96;18;37;39;100;0
0;54;85;59;174;81;8;23;26;88;0
0;62;61;104;240;69;33;24;24;92;0
0;69;19;42;142;64;39;15;18;83;0
1;67;46;64;133;75;25;13;16;75;0
1;70;52;67;134;63;45;19;20;95;0
1;59;98;117;164;100;60;2;5;20;0
1;68;57;48;129;86;24;21;21;90;0
0;73;14;71;264;62;21;29;29;93;0
1;59;69;38;76;83;38;23;24;88;0
1;66;81;91;202;100;69;36;42;90;0
0;71;22;133;387;67;49;52;55;93;0
0;81;8;98;262;50;17;22;23;100;0
1;68;81;58;144;100;38;24;24;100;0
0;91;10;127;378;25;15;13;13;100;0
0;60;31;219;375;33;57;6;7;86;0
1;75;22;84;203;54;31;25;26;100;0
0;75;48;43;97;89;67;28;30;100;0
1;80;4;52;92;64;44;16;16;94;0
1;62;62;46;106;78;33;21;21;95;0
1;86;0;63;234;38;38;13;13;100;0
0;85;18;90;193;60;16;19;19;100;0
0;71;5;116;314;37;9;63;64;84;0
1;80;77;147;202;100;0;5;5;100;0
1;54;58;44;94;75;29;16;17;88;0
1;65;98;82;287;100;35;22;23;100;0
1;62;57;17;42;75;6;12;16;100;0
1;73;9;86;372;53;35;23;23;83;0
1;65;86;100;269;100;36;14;14;93;0
1;71;78;96;261;73;18;17;17;100;0
1;73;24;133;342;43;20;44;44;95;0
0;60;2;90;314;50;44;27;34;76;0
0;81;3;58;150;36;34;29;29;100;0
1;67;57;21;68;67;13;8;8;100;0
0;82;28;63;125;40;33;9;9;100;0
0;71;7;75;122;71;52;17;25;84;0
0;77;4;68;140;55;31;15;16;94;0
0;84;6;58;184;50;33;18;18;100;0
1;61;59;63;179;55;31;33;35;97;0
1;65;57;58;161;70;41;14;17;88;0
0;64;66;90;161;57;24;15;17;76;0
1;73;46;92;282;86;47;14;17;94;0
0;65;100;121;259;100;29;4;7;29;0
1;72;76;80;331;89;20;24;25;88;0
1;68;40;20;45;100;50;12;14;100;0
0;78;8;36;78;86;62;21;21;95;0
0;63;72;230;374;50;9;10;11;73;0
1;65;15;41;121;47;27;20;26;88;0
0;76;5;31;52;80;57;6;7;100;0
0;82;7;59;220;36;26;27;27;100;0
0;88;8;85;196;10;16;32;32;100;0
1;72;0;69;165;50;52;19;25;84;0
1;66;0;49;74;60;40;7;10;60;0
1;60;47;77;342;88;58;29;36;72;0
1;63;30;67;221;50;27;26;26;96;0
1;60;80;185;439;80;21;17;19;74;0
1;54;41;46;103;58;56;17;18;89;0
0;79;48;109;233;45;21;14;14;100;0
1;69;32;66;280;77;52;19;23;96;0
1;64;43;44;88;56;44;16;18;83;0
1;65;41;102;298;73;45;28;29;79;0
1;63;21;27;63;100;50;3;4;75;0
1;63;68;34;59;100;0;3;4;100;0
1;62;1;80;165;50;52;24;26;92;0
1;71;11;139;426;38;19;12;16;75;0
1;68;5;48;196;25;60;54;57;96;0
0;65;23;21;56;80;43;7;7;86;0
0;71;44;159;522;88;38;14;16;88;0
1;61;88;32;112;100;77;29;31;100;0
0;76;17;62;160;85;40;20;20;100;0
1;75;2;103;248;57;13;14;16;88;0
1;69;57;54;114;92;48;21;21;100;0
1;73;45;31;70;55;10;20;21;100;0
1;72;62;40;171;88;27;11;11;100;0
1;86;21;84;256;45;44;18;18;100;0
0;84;1;80;206;43;16;19;19;100;0
0;75;0;60;124;38;15;11;13;85;0
1;56;76;33;81;100;46;22;24;79;0
0;87;18;108;283;33;9;21;22;100;0
1;55;42;49;117;58;15;16;20;95;0
0;83;1;93;158;50;33;15;15;100;0
1;65;90;34;54;86;33;9;9;100;0
0;86;8;138;298;64;22;18;18;100;0
1;81;7;52;178;57;33;13;15;100;0
1;61;55;97;457;78;21;27;28;89;0
1;65;61;47;71;75;30;23;23;96;0
0;80;28;54;124;63;44;17;18;94;0
0;76;59;62;110;83;53;32;32;100;0
0;77;30;77;226;80;33;18;18;89;0
1;62;17;51;164;52;28;31;32;91;0
1;77;19;53;120;67;23;25;26;100;0
1;63;84;37;178;90;7;15;15;100;0
1;81;15;67;160;43;21;33;33;100;0
1;64;46;75;128;88;16;18;20;95;0
1;75;59;79;111;100;14;6;7;83;0
0;75;51;64;156;78;74;23;23;100;0
1;81;10;87;398;45;31;31;32;88;0
1;66;82;61;292;95;21;28;29;100;0
1;80;54;80;151;100;40;10;10;100;0
0;76;14;75;150;42;22;27;27;96;0
1;63;0;74;183;50;81;13;17;75;0
1;72;35;112;304;62;31;31;32;94;0
1;61;11;52;135;43;29;15;17;94;0
1;67;78;72;136;50;29;17;17;100;0
1;66;53;54;95;69;19;14;16;94;0
1;61;89;41;60;100;38;19;21;100;0
1;71;32;63;212;56;15;67;67;100;0
1;62;52;75;140;100;50;6;10;50;0
0;70;4;68;300;69;26;33;34;94;0
1;56;70;57;172;80;29;21;21;90;0
1;61;94;38;94;86;50;16;16;94;0
0;74;37;62;213;60;18;28;28;100;0
1;66;74;73;194;64;35;23;26;81;0
1;70;45;67;130;75;58;11;12;92;0
1;61;90;83;170;94;37;26;35;80;0
0;69;11;84;189;29;8;34;36;94;0
1;59;44;30;78;76;25;23;25;100;0
0;79;46;81;187;67;18;21;22;100;0
1;84;7;134;394;73;56;26;27;96;0
1;56;44;61;419;80;30;31;33;76;0
1;56;95;64;147;100;23;30;31;100;0
0;76;8;151;395;55;18;16;17;82;0
1;74;38;22;61;100;50;7;8;100;0
0;91;4;212;538;14;17;12;12;100;0
1;63;18;10;20;40;13;15;15;100;0
1;60;58;35;69;67;26;25;27;96;0
1;60;103;36;70;100;43;5;7;71;17
0;79;20;37;75;56;44;15;16;100;1
1;63;11;64;175;75;24;15;17;65;0
0;71;56;103;178;89;28;28;31;90;1
1;56;86;46;91;87;19;27;27;96;2
0;76;47;56;188;55;42;24;24;100;13
0;74;53;64;175;50;29;34;34;100;4
0;89;9;92;284;57;25;16;16;100;11
1;69;68;43;194;67;44;18;18;100;3
1;73;14;55;256;40;38;12;13;92;0
1;63;103;72;217;100;31;13;13;100;5
0;73;28;111;122;58;24;16;17;94;0
0;84;13;83;146;20;20;10;10;100;3
0;68;25;34;81;65;32;25;25;100;2
0;64;12;45;115;71;38;32;40;98;5
0;88;0;117;367;35;22;32;32;100;13
0;79;0;68;188;25;47;16;17;94;5
1;64;79;41;79;91;24;16;17;100;6
0;69;41;70;191;67;21;28;29;86;13
1;66;54;32;71;100;71;6;7;86;3
0;80;11;84;230;64;32;34;34;94;1
1;75;7;79;228;57;29;17;21;86;4
1;61;56;23;46;88;40;9;10;100;1
0;60;4;121;261;100;38;10;13;46;2
1;69;12;73;284;57;30;24;29;74;4
1;72;24;185;377;53;28;32;32;91;4
1;63;69;68;172;83;42;11;12;83;0
0;78;20;73;174;44;29;28;28;100;13
1;61;64;53;124;89;53;15;17;76;1
1;56;40;53;127;85;41;40;41;95;0
1;85;14;89;189;56;29;17;18;100;4
0;64;59;74;276;69;23;24;26;96;0
1;62;70;86;377;68;27;24;26;92;11
1;56;81;67;202;83;27;20;22;81;0
0;79;13;36;70;56;31;16;16;100;8
0;78;33;88;175;83;70;39;40;100;5
1;72;74;52;75;100;0;3;3;100;0
1;70;52;43;122;88;36;13;15;100;2
1;59;71;43;129;92;38;15;16;94;1
1;58;55;18;29;90;45;10;11;91;0
1;80;33;49;80;75;52;21;21;100;13
0;72;0;20;33;67;75;4;4;100;5
0;72;50;32;111;57;24;21;21;100;21
1;62;93;46;136;77;58;23;24;96;0
0;81;1;105;207;44;32;27;56;96;0
1;66;86;62;183;91;28;28;29;100;12
0;73;3;53;186;55;40;19;20;95;19
1;75;42;41;106;83;44;8;9;100;2
1;69;41;124;410;58;23;49;52;100;1
1;71;35;38;84;67;16;21;25;96;9
1;79;46;65;543;73;29;15;18;100;10
1;66;69;75;171;60;14;28;28;100;1
1;60;63;59;270;77;50;20;24;79;0
0;74;26;41;63;75;42;12;12;100;0
0;66;54;93;248;63;32;47;47;96;5
0;79;48;100;197;75;40;15;15;93;5
0;64;55;50;150;79;32;32;34;94;2
1;80;28;92;207;60;50;18;18;100;9
0;62;70;36;150;92;58;25;26;100;5
0;65;51;27;53;89;61;17;19;100;0
1;61;59;68;140;83;40;49;52;96;1
0;68;9;68;196;75;54;11;13;92;2
0;83;8;60;127;83;44;18;18;100;3
1;69;32;30;105;64;12;17;17;100;4
1;60;76;54;168;71;25;33;37;81;1
1;58;76;52;272;86;32;21;22;95;1
1;68;0;27;86;50;50;11;12;92;0
0;76;54;67;181;63;58;19;19;95;16
1;71;24;81;228;44;39;45;46;98;10
0;71;4;81;164;78;63;28;32;81;1
0;87;4;73;182;20;20;45;45;98;15
0;78;8;93;197;33;33;17;18;94;22
1;84;1;97;220;55;59;33;39;97;1
1;70;9;40;77;43;29;12;14;93;1
1;72;37;82;259;60;22;41;41;100;0
0;67;0;44;106;56;38;15;17;88;0
1;64;54;32;80;100;27;14;15;100;18
1;70;2;114;201;50;31;9;13;75;6
0;76;21;32;73;54;20;15;15;100;4
1;68;74;70;195;100;71;41;45;98;2
0;84;5;84;223;73;43;28;28;100;15
1;58;28;84;154;89;22;17;18;83;0
1;75;0;54;117;83;21;13;15;86;4
1;68;51;20;39;86;60;10;10;100;5
1;62;53;20;60;90;40;9;10;90;4
0;84;21;79;199;44;21;27;28;100;8
1;61;67;96;198;75;30;25;27;89;11
1;63;68;44;95;100;47;17;17;94;9
1;72;7;61;159;67;33;26;27;96;1
0;80;0;61;138;29;11;18;18;94;17
1;74;59;81;167;75;50;9;10;90;1
1;77;12;47;154;71;30;22;24;100;18
0;68;13;17;32;75;50;4;4;100;3
1;55;15;67;125;63;79;27;29;62;1
1;58;87;33;78;100;44;8;9;100;0
0;78;5;57;112;67;33;39;41;100;2
1;68;33;81;223;50;28;25;29;76;15
0;66;79;118;290;82;31;40;42;86;5
0;89;6;125;274;50;20;15;15;100;16
0;74;39;88;206;45;22;47;49;98;23
1;66;14;77;398;52;16;48;49;94;0
0;86;2;80;269;27;16;25;25;100;4
0;70;32;53;81;73;24;17;17;100;2
1;73;0;43;84;50;33;19;21;95;12
1;66;98;72;269;83;30;9;10;80;10
1;73;39;77;206;56;51;53;63;95;0
0;84;3;79;188;50;31;25;29;96;8
0;85;3;80;404;63;28;43;44;100;20
0;75;10;88;234;45;32;40;41;100;2
0;74;35;18;24;100;50;4;4;100;21
0;79;0;138;411;25;12;42;46;98;0
0;61;91;62;138;75;31;9;13;92;0
0;81;6;85;271;36;33;19;21;95;4
1;64;49;14;32;100;67;6;6;83;4
0;81;17;84;279;54;28;25;25;100;4
1;67;81;78;163;75;48;26;27;100;1
0;82;7;88;237;43;13;28;31;100;14
0;67;36;17;35;71;29;6;7;100;0
0;76;68;112;245;67;24;21;22;100;12
1;64;73;96;185;73;21;31;33;88;16
0;68;35;70;160;75;48;63;71;97;20
0;71;51;105;346;58;16;34;62;100;2
